order id,order date,customer segment,gender,product category,product subcategory,units sold,product name,unit price,discount %,shipping mode,city,state,country,payment mode,customer id,status
161,2023-09-18,Consumer,Female,Food - Sides,Bread & Rolls,25,Garlic Breadsticks,3.49,27.06,Express,Carrascal,Lisboa,Portugal,Wallet,CUS0315,Canceled
162,2022-11-09,Enterprise,Male,Food - Grains,Flavored Rice Dishes,12,Cilantro Lime Rice,2.99,29.03,Same Day,Pakokku,,Myanmar,COD,CUS0095,Returned
163,2022-07-16,Enterprise,Male,Health,Fitness & Nutrition,15,Vegan Protein Powder,34.99,11.09,Standard,Estrela,,Brazil,COD,CUS0669,Completed
164,2023-12-22,Corporate,Female,Outdoor,Camping Equipment,26,Portable Campfire,39.99,9.43,Express,Tuochuan,,China,Debit Card,CUS0223,Canceled
165,2023-02-21,Corporate,Male,Food - Snacks,Dips and Spreads,30,Hummus,4.29,4.48,Standard,Jatisari,,Indonesia,UPI,CUS0143,Returned
166,2023-06-04,Corporate,Genderfluid,Food - Prepared Foods,Salads,27,Pesto Pasta Salad,4.99,9.38,Standard,Podstrana,,Croatia,Debit Card,CUS0592,Returned
167,2025-08-24,Enterprise,Male,Home,Home Fragrance & Accessories,25,Natural Soy Candles,19.99,21.44,Express,Xamba,,China,EMI,CUS0608,Canceled
168,2022-08-30,Small Business,Male,Outdoor,Camping Equipment,20,Outdoor Adventure Backpack,59.99,19.46,Express,Fort Lauderdale,Florida,United States,UPI,CUS0540   CUS0541,Completed
169,2022-10-07,Consumer,Male,Wearable Tech,Smartwatches,19,Fitness Tracker Watch,79.99,27.55,Standard,Dukla,,Poland,COD,CUS0154,Canceled
170,2023-05-30,Enterprise,Male,Food - Meat,Red Meat,5,Beef Sirloin Steak,15.99,23.71,Same Day,Anmore,British Columbia,Canada,EMI,CUS0676,Returned
171,2023-10-06,Small Business,Female,Food - Bakery,Breads,27,Hot Dog Buns,2.49,5.65,Same Day,Karaidel’,,Russia,EMI,CUS0893,Completed
172,2023-07-25,Small Business,Female,Health,Emergency Preparedness & First Aid,17,First Aid Kit,29.99,17.28,Same Day,Ar Rubū‘,,Yemen,Debit Card,CUS0308,Completed
173,2022-09-11,Enterprise,Female,Food - Frozen Meals,Frozen Dinner Kits,9,Beef Stroganoff Meal Kit,12.99,22.69,Express,Rubizhne,,Ukraine,Credit Card,CUS0056,Completed
174,2022-04-11,Consumer,Male,Food - Frozen Foods,Frozen Appetizers,23,Vegetable Spring Rolls,6.49,2.05,Same Day,Qixing,,China,Debit Card,CUS0958,Canceled
175,2024-07-11,Enterprise,Male,Kitchen,Coffee Equipment,1,Glass Tea Pot,34.99,28.25,Standard,Hallstahammar,Västmanland,Sweden,COD,CUS0527,Returned
176,2025-01-17,Small Business,Male,Food - Snacks,Healthy Snacks,25,Nutty Trail Mix,4.29,13.05,Express,Желино,,Macedonia,EMI,CUS0594,Returned
177,2022-12-03,Consumer,Male,Food - Frozen Foods,Frozen Entrees,18,Frozen Burritos,8.99,16.02,Same Day,Kinalansan,,Philippines,EMI,CUS0143,Completed
178,2023-02-21,Enterprise,Female,Fitness,Hydration Gear,24,Water Bottle,18.99,29.29,Standard,Calgary,Alberta,Canada,EMI,CUS0596,Canceled
179,2023-11-30,Small Business,Male,Food - Salads,Noodle Salads,6,Asian Noodle Salad Kit,4.99,5.94,Same Day,Chilly-Mazarin,Île-de-France,France,UPI,CUS0253,Returned
180,2023-05-15,Corporate,Male,Fitness,Hydration Gear,28,Smart Thermos,39.99,24.95,Standard,San Jose,Guerrero,Mexico,UPI,CUS0939,Completed
181,2024-12-27,Enterprise,Male,Food - Frozen,Frozen Meals,29,Vegan Mac & Cheese,8.99,16.5,Express,Sukaratu,,Indonesia,Debit Card,CUS0260 CUS0261,Completed
182,2023-01-28,Small Business,Female,Food - Bakery,Gluten-Free Baked Goods,8,Almond Flour Biscuits,6.49,8.46,Express,Longmenfan,,China,UPI,CUS0778,Completed
183,2025-01-05,Consumer,Male,Clothing - Bottoms,Bottoms,22,A-Line Skirt,35.99,28.01,Standard,Xiqiao,,China,COD,CUS0995,Returned
184,2023-12-13,Corporate,Male,Home,Eco-Friendly Home Products,4,Biodegradable Trash Bags,12.99,17.34,Express,Castrovirreyna,,Peru,Credit Card,CUS0031,Returned
185,2022-02-19,Consumer,Male,Home,Bedding & Linens,14,Decorative Throw Blanket,39.99,21.16,Standard,Bedayu,,Indonesia,EMI,CUS0009,Canceled
186,2022-05-21,Consumer,Male,Photography,Marine Photography Equipment,12,Underwater Camera,199.99,2.88,Standard,Almeria,Andalucia,Spain,UPI,CUS0717,Completed
187,2025-06-24,Small Business,Female,Outdoor,Garden Supplies,1,Portable Leaf Blower,149.99,7.25,Same Day,Rio das Ostras,,Brazil,Credit Card,CUS0954,Completed
188,2022-01-16,Consumer,Female,Food - Meat,Prepared Poultry,27,Smoked Paprika Chicken Thighs,6.99,16.56,Standard,Podgorenskiy,,Russia,UPI,CUS0877,Returned
189,2023-06-27,Small Business,Male,Food - Frozen Foods,Frozen Smoothies,23,Frozen Acai Bowl,6.49,27.12,Standard,Aimin,,China,EMI,CUS0272,Canceled
190,2025-08-06,Corporate,Female,Food - Fruits,Apples,8,Organic Honeycrisp Apples,1.99,10.95,Same Day,Jaboatão,,Brazil,Wallet,CUS0124,Completed
191,2024-05-05,Small Business,Female,Food - Condiments,Dressing,27,Vegan Caesar Dressing,3.99,12.38,Standard,Narita,,Japan,Wallet,CUS0325,Completed
192,2024-05-14,Small Business,Female,Audio,Karaoke Equipment,19,Home Karaoke System,129.99,10.36,Express,Velille,,Peru,Debit Card,CUS0660   CUS0661,Completed
193,2022-03-08,Corporate,Genderfluid,Beauty,Bath & Body,5,Body Wash,12.99,18.5,Standard,Oulmes,,Morocco,Wallet,CUS0426,Completed
194,2022-06-18,Small Business,Male,Fitness,Strength Training Equipment,20,Fitness Resistance Bands Set,34.99,24.9,Standard,Pančevo,,Serbia,Debit Card,CUS0111,Canceled
195,2023-01-26,Enterprise,Male,Outdoor,Garden Supplies,14,Portable Leaf Blower,149.99,2.61,Express,Troyan,,Bulgaria,EMI,CUS0246,Canceled
196,2023-09-26,Corporate,Male,Food - Canned Goods,Canned Fruits,2,Apple Pie Filling,3.49,5.63,Express,Mora,Dalarna,Sweden,UPI,CUS0335,Completed
197,2022-11-22,Enterprise,Male,Food - Baking,Mixes,30,Samoas Cookie Mix,5.59,1.99,Same Day,Xiamao,,China,COD,CUS0639,Completed
198,2023-04-22,Small Business,Male,Pets,Dog Accessories,19,Dog Walking Waist Pack,19.99,5.25,Same Day,Ukhta,,Russia,Credit Card,CUS0283,Completed
199,2022-07-09,Small Business,Male,Kitchen,Cookware,2,Stainless Steel Mixing Bowls,29.99,3.88,Same Day,Uppsala,Uppsala,Sweden,UPI,CUS0898,Canceled
200,2024-04-11,Consumer,Female,Food - Snacks,Vegetable Snacks,24,Kale Chips,3.99,10.16,Express,Puqian,,China,Credit Card,CUS0536,Completed
201,2023-04-11,Small Business,Female,Food - Salads,Grain Salads,18,Harvest Grain Salad,5.49,1.67,Same Day,Göteborg,Västra Götaland,Sweden,Wallet,CUS0928,Canceled
202,2024-08-24,Small Business,Male,Clothing - Outerwear,Jackets,9,Luxe Velvet Blazer,89.99,22.75,Express,Dzerzhinskiy,,Russia,Debit Card,CUS0342,Canceled
203,2024-05-24,Enterprise,Male,Food - Breakfast,Granola/Cereal,5,Maple Pecan Granola,4.49,17.96,Express,Los Pinos,Michoacan De Ocampo,Mexico,COD,CUS0910   CUS0911,Completed
204,2024-12-07,Enterprise,Male,Garden,Indoor Gardening Supplies,18,Mini Indoor Hydroponic Garden,59.99,13.99,Express,Habry,,Czech Republic,Credit Card,CUS0586,Completed
205,2025-05-17,Small Business,Polygender,Music,Instruments,13,Acoustic Guitar,199.99,20.14,Express,Pecoro,,Indonesia,COD,CUS0583,Completed
206,2023-02-08,Consumer,Female,Outdoor,Camping Equipment,18,Camping Tent,79.99,19.02,Same Day,Cuba,Beja,Portugal,Debit Card,CUS0855,Completed
207,2023-07-01,Enterprise,Male,Food - Condiments,Salsas,8,Spicy Avocado Salsa,4.49,8.69,Express,Tolotangga,,Indonesia,COD,CUS0010,Canceled
208,2024-03-31,Consumer,Female,Kitchen,Kitchen Accessories,2,Recipe Book Stand,22.99,26.73,Same Day,Gelin,,China,Wallet,CUS0974,Returned
209,2024-05-05,Corporate,Male,Storage,Storage Devices,6,Memory Card,15.99,11.37,Express,Sapiranga,,Brazil,Wallet,CUS0609,Completed
210,2022-09-04,Enterprise,Male,Food - Prepared Foods,Salads,17,Beet Salad,3.99,18.39,Express,Changgang,,China,Debit Card,CUS0648,Completed
211,2024-06-16,Small Business,Female,Office,Laptop Accessories,21,Adjustable Laptop Stand,29.99,8.29,Standard,Paraiso,,Philippines,Debit Card,CUS0393,Canceled
212,2025-07-26,Corporate,Male,Food - Snacks,Gourmet Snacks,29,Flavored Popcorn Mix,2.99,22.19,Express,Texíguat,,Honduras,Credit Card,CUS0188,Canceled
213,2025-03-11,Small Business,Female,Home,Decorative Wall Art & Accessories,12,Digital Photo Frame,79.99,18.65,Express,Marechal Deodoro,,Brazil,Debit Card,CUS0045,Completed
214,2024-06-01,Consumer,Male,Food - Frozen Meals,Frozen Pasta Dishes,13,Marinara Parmesan Baked Ziti,8.49,16.29,Same Day,Sizao,,China,Credit Card,CUS0708,Canceled
215,2025-07-31,Corporate,Male,Food - Soups,Specialty Soups,20,Spicy Thai Coconut Soup,3.99,27.89,Express,Sugcad,,Philippines,Debit Card,CUS0337,Completed
216,2023-03-18,Small Business,Female,Clothing - Activewear,Activewear Bras,3,Athletic Sports Bra,24.99,11.2,Express,Heshe,,China,UPI,CUS0130,Completed
217,2024-11-29,Small Business,Male,Food - Dairy,Dairy Alternatives,25,Organic Coconut Yogurt,4.49,24.8,Express,Shajing,,China,EMI,CUS0587,Returned
218,2025-06-12,Small Business,Female,Food - Cereal,Granola,23,Granola Clusters,4.99,17.9,Standard,Villiers,,South Africa,Debit Card,CUS0320 CUS0321,Returned
219,2022-09-05,Small Business,Male,Kitchen,Beverage Appliances,24,Tea Infuser Bottle,19.99,28.72,Express,Fos-sur-Mer,Provence-Alpes-Côte d'Azur,France,UPI,CUS0416,Canceled
220,2024-06-29,Enterprise,Male,Smart Home,Smart Lighting,9,Smart Wi-Fi Light Bulbs,19.99,16.25,Standard,Portëz,,Albania,Credit Card,CUS0064,Canceled
221,2023-04-22,Corporate,Genderqueer,Food - Soups,Vegetarian Soups,16,Black Bean Soup,3.49,15.96,Standard,Inglewood,California,United States,Credit Card,CUS0256,Completed
222,2022-04-13,Consumer,Male,Food - Cereal,Granola,8,Granola Clusters,4.99,14.23,Express,Asquipata,,Peru,EMI,CUS0238,Completed
223,2025-06-12,Enterprise,Male,Home,Home Decor,15,Magnetic Curtain Tiebacks,12.99,25.47,Standard,Jelat,,Indonesia,Debit Card,CUS0532,Canceled
224,2022-05-17,Enterprise,Female,Kitchen,Cooking Accessories,29,Mini Fondue Set,34.99,25.91,Express,Nandayure,,Costa Rica,Wallet,CUS0639,Canceled
225,2023-06-01,Enterprise,Female,Food - Beverages,Herbal Tea,5,Herbal Tea Variety Pack,4.99,26.04,Standard,Mulan,,China,Credit Card,CUS0605,Returned
226,2023-06-21,Small Business,Female,Photography,Smartphone Accessories,23,Smartphone Tripod with Bluetooth Remote,29.99,26.75,Same Day,Toba,,Japan,UPI,CUS0642,Completed
227,2024-09-14,Small Business,Female,Fitness,Fitness Accessories,16,Digital Stopwatch Timer,12.99,27.23,Standard,Sironko,,Uganda,Credit Card,CUS0559,Completed
228,2022-11-19,Corporate,Female,Food - Condiments,Sauces,18,Teriyaki Stir-Fry Sauce,3.49,29.24,Standard,Banjar Tengah,,Indonesia,EMI,CUS0057,Completed
229,2022-01-15,Corporate,Female,Pets,Grooming Supplies,3,Pet Grooming Kit,39.99,16.02,Same Day,Slatyne,,Ukraine,UPI,CUS0129,Returned
230,2022-08-28,Corporate,Female,Food - Condiments,Dressing,3,Creamy Garlic Dressing,3.99,25.77,Standard,Drochia,,Moldova,Wallet,CUS0380 CUS0381,Returned
231,2022-09-11,Enterprise,Female,Home Improvement,Outdoor Cleaning,18,Pressure Washer Accessories Kit,39.99,19.76,Standard,Épernay,Champagne-Ardenne,France,Debit Card,CUS0269,Completed
232,2023-06-03,Consumer,Female,Food - Baking,Baking Ingredients,22,Baking Soda,0.99,8.45,Standard,Dzuunmod,,Mongolia,COD,CUS0364,Completed
233,2023-08-19,Small Business,Male,Food - Condiments,Dressing,1,Avocado Lime Dressing,4.29,13.36,Same Day,San Narciso,,Philippines,Wallet,CUS0537,Returned
234,2022-08-24,Enterprise,Polygender,Garden,Indoor Gardening Kits,26,Mini Indoor Herb Garden Kit,24.99,13.36,Same Day,Las Sabanas,,Nicaragua,UPI,CUS0316,Canceled
235,2024-10-13,Consumer,Female,Food - Snacks,Tortilla Chips,23,Blue Corn Tortilla Chips,3.49,29.05,Express,Geser,,Indonesia,COD,CUS0602,Completed
236,2024-03-07,Consumer,Polygender,Food - Frozen Foods,Frozen Vegetables,5,Roasted Garlic Mashed Potatoes,3.99,7.72,Standard,Za‘tarah,,Palestinian Territory,EMI,CUS0908,Completed
237,2024-12-09,Enterprise,Male,Kitchen,Cooking Appliances,19,Multi-Layer Food Steamer,39.99,25.51,Standard,Hongxi,,China,COD,CUS0326,Canceled
238,2022-03-20,Small Business,Male,Garden,Garden Tools,27,Garden Tool Set with Carrying Bag,39.99,23.12,Express,Naperville,Illinois,United States,EMI,CUS1000,Completed
239,2022-08-07,Consumer,Female,Garden,Garden Supplies,14,Plant Watering Spikes,12.99,7.22,Same Day,Cilangkap,,Indonesia,UPI,CUS0036,Canceled
240,2025-03-08,Small Business,Male,Toys,Art Supplies,19,Non-Toxic Crayons for Kids,10.99,29.5,Same Day,Suwaluh,,Indonesia,UPI,CUS0340 CUS0341,Completed
241,2025-08-16,Consumer,Female,Food - Prepared Meals,Cuisine - Italian,20,Basil Pesto Pasta,6.49,8.38,Same Day,Ban Pong,,Thailand,Credit Card,CUS0644,Canceled
242,2024-12-23,Corporate,Male,Clothing - Activewear,Fitness Apparel,2,Sporty Leggings,39.99,16.21,Express,Hisings Kärra,Västra Götaland,Sweden,Debit Card,CUS0615,Canceled
243,2024-07-15,Small Business,Male,Home,Home Fragrance & Accessories,18,Electric Wax Warmer,22.99,21.06,Standard,Río Ceballos,,Argentina,UPI,CUS0635,Returned
244,2024-01-09,Enterprise,Female,Food - Snacks,Healthy Snacks,5,Veggie Chips Variety Pack,3.79,22.89,Standard,Itabira,,Brazil,COD,CUS0342,Completed
245,2022-08-16,Small Business,Male,Food - Dairy,Cheese,25,Ricotta Cheese,4.99,2.93,Express,Kolonnawa,,Sri Lanka,UPI,CUS0041,Canceled
246,2023-04-13,Consumer,Female,Food - Grains,Grain Blends,26,Wild Rice & Quinoa Mix,2.99,7.71,Same Day,Infantas,Braga,Portugal,Debit Card,CUS0954,Completed
247,2022-09-19,Corporate,Male,Food - Produce,Herbs & Spices,28,Fresh Cilantro,1.49,21.64,Same Day,Wuyang,,China,Credit Card,CUS0011,Canceled
248,2022-06-14,Small Business,Female,Bicycles,Bicycles,10,Electric Bike,899.99,7.64,Express,Laju Kidul,,Indonesia,COD,CUS0552,Completed
249,2024-05-09,Corporate,Male,Food - Produce,Fruits,20,Avocados,1.5,15.47,Same Day,Derbur,,China,Wallet,CUS0813,Canceled
250,2024-11-06,Corporate,Male,Food - Produce,Pre-Packaged Produce Kits,9,Vegetable Stir-Fry Kit,6.99,17.29,Standard,Vila Nova da Baronia,Beja,Portugal,COD,CUS0755,Completed
251,2025-01-30,Small Business,Male,Food - Condiments,Marinades and Sauces,9,Tandoori Chicken Marinade,2.49,16.04,Standard,Oslo,Oslo,Norway,UPI,CUS0975,Completed
252,2024-06-23,Consumer,Female,Food - Confectionery,Cookies & Biscuits,3,Ginger Snaps,2.79,3.68,Standard,Baddomalhi,,Pakistan,UPI,CUS0985,Returned
253,2023-04-25,Enterprise,Female,Health,Oral Care & Hygiene,14,Bamboo Toothbrush Holder,14.99,12.97,Standard,Motrico,,Philippines,COD,CUS0480 CUS0481,Returned
254,2024-03-30,Consumer,Male,Food - Frozen,Frozen Meals,14,Coconut Rice,2.29,3.21,Standard,São Domingos,Porto,Portugal,COD,CUS0322,Completed
255,2023-06-24,Small Business,Female,Food - Snacks,Nut-Based Snacks,14,Almond Butter Cookies,4.49,15.29,Same Day,Dianya,,China,Wallet,CUS0342,Completed
256,2023-11-07,Consumer,Male,Food - Dips,Vegetable Dips,7,Roasted Red Pepper Hummus,3.49,3.36,Express,Huanoquite,,Peru,UPI,CUS0868,Canceled
257,2022-12-08,Consumer,Female,Food - Canned Goods,Canned Vegetables,21,Diced Tomatoes (canned),1.49,20.28,Standard,Baozi,,China,Credit Card,CUS0630   CUS0631,Completed
258,2023-03-12,Corporate,Male,Food - Prepared Foods,Frozen Meals,11,Herbed Mushroom Risotto,5.49,26.7,Express,Cardona,,Philippines,UPI,CUS0362,Returned
259,2024-07-25,Corporate,Male,Food - Snacks,Savory Snacks,21,Cinnamon Sugar Popcorn,2.89,4.15,Express,Puspajaya,,Indonesia,UPI,CUS0498,Completed
260,2022-12-04,Corporate,Female,Food - Pasta,Pasta,1,Pasta (Fusilli),1.79,22.38,Standard,Lela,,Indonesia,UPI,CUS0028,Completed
261,2024-04-24,Small Business,Male,Food - Canned Goods,Soups & Broths,1,Classic Chicken Noodle Soup,3.49,23.47,Same Day,Karangkeng,,Indonesia,UPI,CUS0499,Completed
262,2023-07-10,Enterprise,Female,Photography,Camera Accessories,20,Smartphone Camera Lens Kit,19.99,13.13,Express,Kokhanava,,Belarus,UPI,CUS0403,Completed
263,2023-11-30,Consumer,Male,Office,Printers & Scanners,13,Wireless Printer,99.99,16.86,Same Day,Paris 12,Île-de-France,France,UPI,CUS0973,Completed
264,2022-09-14,Small Business,Bigender,Garden,Gardening Tools,30,Children's Garden Tool Set,22.99,26.66,Same Day,Khōshī,,Afghanistan,Debit Card,CUS0414,Completed
265,2024-11-04,Consumer,Female,Kitchen,Sustainable Tableware,21,Eco-Friendly Disposable Plates,22.99,11.4,Express,Loum,,Cameroon,EMI,CUS0705,Completed
266,2024-04-13,Small Business,Female,Sports,Team Sports,12,Basketball,29.99,28.2,Standard,Dmanisi,,Georgia,UPI,CUS0629,Returned
267,2025-06-09,Corporate,Female,Kitchen,Cookware,1,Collapsible Colander,14.99,23.62,Same Day,Agbannawag,,Philippines,Wallet,CUS0092,Completed
268,2022-02-24,Consumer,Male,Food - Sauces,Ethnic Sauces,22,Coconut Curry Sauce,3.89,8.28,Express,Batangafo,,Central African Republic,Credit Card,CUS0610   CUS0611,Completed
269,2023-03-11,Consumer,Genderqueer,Accessories,Laptop Accessories,7,Ultra-Thin Laptop Sleeve,19.99,10.77,Standard,Perechyn,,Ukraine,Debit Card,CUS0734,Returned
270,2022-09-03,Small Business,Female,Kitchen,Food Storage Solutions,28,Reusable Food Storage Bags,19.99,29.05,Same Day,Bagay,,Philippines,Debit Card,CUS0303,Completed
271,2022-02-17,Consumer,Female,Fitness,Strength Training Equipment,20,Fitness Resistance Bands Set,34.99,8.25,Express,Na Chaluai,,Thailand,EMI,CUS0409,Completed
272,2023-12-13,Small Business,Male,Food - Supplements,Supplements,25,Elderberry Syrup,11.99,3.94,Same Day,Amberd,,Armenia,EMI,CUS0299,Completed
273,2022-10-04,Enterprise,Male,Fitness,Strength Training Equipment,29,Bodyweight Resistance Bands,22.99,14.74,Same Day,Kuloy,,Russia,Debit Card,CUS0668,Completed
274,2025-01-02,Corporate,Male,Food - Oils,Oils,25,Organic Coconut Oil,8.99,1.3,Same Day,San Pedro,,Costa Rica,EMI,CUS0677,Canceled
275,2023-05-24,Corporate,Male,Fitness,Hydration Gear,22,Sports Water Bottle with Infuser,19.99,17.47,Express,Bator,,Indonesia,Debit Card,CUS0985,Completed
276,2024-08-06,Small Business,Male,Home,Home Organization,3,Wall-Mounted Organizer,34.99,25.59,Express,Hobart,Tasmania,Australia,Debit Card,CUS0021,Completed
277,2023-12-11,Consumer,Male,Food - Condiments,Salsas & Dips,13,Pineapple Salsa,4.29,4.21,Same Day,Non Suwan,,Thailand,Credit Card,CUS0273,Completed
278,2022-09-10,Enterprise,Female,Food - Beverages,Herbal Tea,22,Hibiscus Herbal Tea,3.29,27.24,Standard,Ash Shaddādah,,Syria,EMI,CUS0075,Canceled
279,2024-01-25,Corporate,Male,Food - Deli,Dips/Spreads,21,Balsamic Salad Dressing,2.99,24.13,Standard,Xingfeng,,China,EMI,CUS0012,Canceled
280,2024-05-16,Corporate,Male,Outdoor,Outdoor Accessories,13,Magnetic Screen Door,24.99,29.32,Standard,Gujrāt,,Pakistan,Debit Card,CUS0233,Canceled
281,2024-04-17,Small Business,Female,Food - Baking,Mixes,29,Almond Flour Bread Mix,4.89,15.91,Same Day,Tsyurupyns’k,,Ukraine,Wallet,CUS0912,Canceled
282,2025-07-07,Corporate,Female,Garden,Garden Tools,30,Heavy Duty Gardening Tool Set,49.99,17.34,Standard,Xiaomei,,China,EMI,CUS0353,Canceled
283,2024-05-22,Corporate,Polygender,Accessories,Bags,4,Cotton Tote Bag Set,29.99,20.58,Express,Rimus,,Philippines,Wallet,CUS0232,Returned
284,2023-02-01,Small Business,Female,Outdoor,Camping Equipment,6,Folding Table,59.99,15.35,Standard,Tuncheng,,China,Wallet,CUS0635,Completed
285,2023-09-29,Corporate,Male,Kitchen,Baking Accessories,17,Measuring Cups Set,19.99,28.23,Standard,Värnamo,Jönköping,Sweden,Credit Card,CUS0200,Returned
286,2023-09-10,Small Business,Female,Accessories,Mobile Accessories,25,Phone Case,14.99,19.95,Express,Fiais da Beira,Coimbra,Portugal,Debit Card,CUS0156,Completed
287,2024-07-02,Consumer,Genderqueer,Food - Snacks,Savory Snacks,25,Pretzel Bites,4.99,13.16,Same Day,Talok,,Indonesia,Debit Card,CUS0657,Completed
288,2022-06-10,Consumer,Female,Food - Frozen Foods,Frozen Smoothies,19,Frozen Acai Bowl,6.49,20.91,Express,Jayanca,,Peru,Wallet,CUS0625,Completed
289,2023-02-01,Corporate,Male,Food - Bakery,Breads,22,Artisan Flatbreads,2.99,9.51,Same Day,Valašská Bystřice,,Czech Republic,COD,CUS0191,Completed
290,2022-08-23,Enterprise,Male,Food - Snacks,Savory Snacks,17,Puffed Rice Cake,2.49,9.45,Standard,Shebalino,,Russia,Debit Card,CUS0356,Completed
291,2024-10-31,Small Business,Female,Food - Snacks,Chocolate Snacks,10,Dark Chocolate Covered Pretzels,3.99,7.84,Express,Kharbathā Banī Ḩārith,,Palestinian Territory,COD,CUS0568,Completed
292,2025-07-01,Enterprise,Male,Health,Oral Care & Hygiene,1,Electric Toothbrush,49.95,26.73,Same Day,Jintang,,China,UPI,CUS0194,Returned
293,2023-12-20,Consumer,Male,Food - Condiments,Fruit Spreads,25,Strawberry Rhubarb Jam,4.29,27.45,Standard,Paris 05,Île-de-France,France,COD,CUS0750   CUS0751,Canceled
294,2023-01-06,Consumer,Female,Bicycles,Accessories,9,Bike Helmet,34.99,22.79,Standard,Dumbéa,,New Caledonia,UPI,CUS0278,Canceled
295,2024-06-30,Consumer,Male,Home,Home Appliances,14,USB Desk Fan,14.99,11.16,Express,Hang Dong,,Thailand,COD,CUS0131,Completed
296,2023-05-13,Small Business,Male,Clothing - Footwear,Athletic Footwear,29,Trainers with Mesh Inserts,69.99,3.49,Standard,Ash Shiḩr,,Yemen,UPI,CUS0978,Completed
297,2025-08-22,Enterprise,Genderqueer,Food - Meat,Poultry,23,Oven-Baked Chicken Tenders,6.99,26.86,Same Day,Uga,,Nigeria,Credit Card,CUS0061,Canceled
298,2025-02-23,Enterprise,Genderqueer,Food - Pasta,Specialty Pasta,28,Red Lentil Pasta,3.99,9.41,Same Day,Hvozdná,,Czech Republic,UPI,CUS0959,Completed
299,2025-08-18,Consumer,Male,Food - Prepared Meals,Casseroles,25,Beef Enchilada Casserole,8.99,9.75,Standard,Kawasaki,,Japan,Credit Card,CUS0369,Completed
300,2024-12-20,Consumer,Male,Food - Grains,Specialty Rice,21,Sushi Rice,3.99,29.38,Standard,Nyahururu,,Kenya,EMI,CUS0523,Completed
301,2024-08-14,Consumer,Female,Home Improvement,Outdoor Cleaning,28,Pressure Washer Accessories Kit,39.99,27.14,Express,Santulhão,Bragança,Portugal,UPI,CUS0719,Completed
302,2024-06-16,Small Business,Genderfluid,Food - Snacks,Nuts and Trail Mix,10,Cinnamon Spiced Almonds,5.99,11.95,Standard,Zaklików,,Poland,UPI,CUS0338,Completed
303,2023-03-17,Corporate,Female,Pets,Grooming Supplies,23,Portable Pet Bathing Tool,29.99,29.0,Express,Nyamanari,,Gambia,Debit Card,CUS0276,Canceled
304,2022-07-24,Corporate,Female,Food - Seafood,Canned Seafood,29,Canned Sardines,3.29,28.68,Standard,Urechcha,,Belarus,Wallet,CUS0524,Completed
305,2022-01-15,Corporate,Male,Food - Condiments,Dips & Spreads,28,Avocado Oil Mayo,5.29,13.12,Same Day,Ujmisht,,Albania,COD,CUS0948,Completed
306,2024-03-24,Small Business,Male,Clothing - Activewear,Sports Apparel,2,Athletic Compression Tights,39.99,14.65,Standard,Wolomoni,,Indonesia,Credit Card,CUS0535,Completed
307,2022-11-04,Consumer,Female,Outdoor,Cycling Accessories,6,Bicycle Repair Kit,14.99,3.49,Express,Le Kremlin-Bicêtre,Île-de-France,France,Credit Card,CUS0939,Returned
308,2024-08-23,Consumer,Male,Pets,Dog Accessories,29,Adjustable Dog Harness,24.99,15.57,Standard,Santa Rosa,,Peru,Credit Card,CUS0909,Completed
309,2023-04-19,Small Business,Male,Food - Beverages,Sparkling Beverages,19,Cucumber Lime Sparkling Water,1.49,16.09,Same Day,Adelaide Mail Centre,South Australia,Australia,Credit Card,CUS0635,Completed
310,2022-05-22,Corporate,Male,Kitchen,Small Appliances,3,Pasta Maker,39.0,1.79,Standard,São Domingos do Maranhão,,Brazil,EMI,CUS0408,Completed
311,2022-08-01,Small Business,Female,Food - Prepared Foods,Vegetable Sides,13,Maple Glazed Carrots,3.29,25.92,Standard,Huangdao,,China,EMI,CUS0957,Canceled
312,2024-02-14,Consumer,Male,Food - Frozen,Frozen Vegetables,4,Frozen Mixed Vegetables,1.99,17.95,Standard,Pasirtujuhpuluh,,Indonesia,UPI,CUS0317,Completed
313,2022-11-29,Corporate,Male,Food - Snacks,Nuts and Trail Mix,6,Nut Mix,5.99,14.36,Standard,Springfield,Massachusetts,United States,COD,CUS0426,Canceled
314,2022-11-17,Consumer,Male,Pets,Training Supplies,11,Pet Training Clicker,5.99,7.01,Same Day,Melun,Île-de-France,France,COD,CUS0668,Canceled
315,2022-03-02,Small Business,Female,Food - Meat,Processed Meats,24,Turkey Bacon,3.99,6.8,Express,Baleber,,Indonesia,UPI,CUS0252,Completed
316,2024-07-07,Consumer,Female,Food - Beverages,Herbal Tea,12,Honey Lemon Tea,3.29,13.4,Standard,Caraga,,Philippines,EMI,CUS0219,Completed
317,2022-12-03,Small Business,Genderfluid,Food - Spreads,Nut Butters,21,Natural Peanut Butter,4.29,13.43,Express,Bazha,,China,COD,CUS0598,Completed
318,2022-10-10,Enterprise,Female,Accessories,Jewelry Storage,13,Travel Jewelry Case,24.99,12.22,Same Day,Saint John,New Brunswick,Canada,Wallet,CUS0527,Completed
319,2022-11-12,Consumer,Female,Food - Canned Goods,Canned Fruits,20,Apple Pie Filling,3.49,21.99,Express,Montbéliard,Franche-Comté,France,Debit Card,CUS0423,Completed
